alpha_2_code,alpha_3_code,numeric_code,subdivision_category_id,subdivision_code,subdivision_footnote,subdivision_parent
"LT","LTU","440","455","LT-47","*",""
"LT","LTU","440","455","LT-48","*",""
"LT","LTU","440","455","LT-49","*",""
"LT","LTU","440","455","LT-50","*",""
"LT","LTU","440","455","LT-51","*",""
"LT","LTU","440","455","LT-52","*",""
"LT","LTU","440","455","LT-53","*",""
"LT","LTU","440","455","LT-54","*",""
"LT","LTU","440","455","LT-55","*",""
"LT","LTU","440","455","LT-56","*",""
"LT","LTU","440","455","LT-58","*",""
"LT","LTU","440","455","LT-60","*",""
"LT","LTU","440","456","LT-05","*",""
"LT","LTU","440","456","LT-07","*",""
"LT","LTU","440","456","LT-08","*",""
"LT","LTU","440","456","LT-14","*",""
"LT","LTU","440","456","LT-17","*",""
"LT","LTU","440","456","LT-28","*",""
"LT","LTU","440","456","LT-29","*",""
"LT","LTU","440","456","LT-39","*",""
"LT","LTU","440","456","LT-59","*",""
"LU","LUX","442","462","LU-CA","*",""
"LU","LUX","442","462","LU-CL","*",""
"LU","LUX","442","462","LU-DI","*",""
"LU","LUX","442","462","LU-EC","*",""
"LU","LUX","442","462","LU-ES","*",""
"LU","LUX","442","462","LU-GR","*",""
"LU","LUX","442","462","LU-LU","*",""
"LU","LUX","442","462","LU-ME","*",""
"LU","LUX","442","462","LU-RD","*",""
"LU","LUX","442","462","LU-RM","*",""
"LU","LUX","442","462","LU-VD","*",""
"LU","LUX","442","462","LU-WI","*",""
"LV","LVA","428","211","LV-001","*",""
"LV","LVA","428","211","LV-002","*",""
"LV","LVA","428","211","LV-003","*",""
"LV","LVA","428","211","LV-004","*",""
"LV","LVA","428","211","LV-005","*",""
"LV","LVA","428","211","LV-006","*",""
"LV","LVA","428","211","LV-007","*",""
"LV","LVA","428","211","LV-008","*",""
"LV","LVA","428","211","LV-009","*",""
"LV","LVA","428","211","LV-010","*",""
"LV","LVA","428","211","LV-011","*",""
"LV","LVA","428","211","LV-012","*",""
"LV","LVA","428","211","LV-013","*",""
"LV","LVA","428","211","LV-014","*",""
"LV","LVA","428","211","LV-015","*",""
"LV","LVA","428","211","LV-016","*",""
"LV","LVA","428","211","LV-017","*",""
"LV","LVA","428","211","LV-018","*",""
"LV","LVA","428","211","LV-019","*",""
"LV","LVA","428","211","LV-020","*",""
"LV","LVA","428","211","LV-021","*",""
"LV","LVA","428","211","LV-022","*",""
"LV","LVA","428","211","LV-023","*",""
"LV","LVA","428","211","LV-024","*",""
"LV","LVA","428","211","LV-025","*",""
"LV","LVA","428","211","LV-026","*",""
"LV","LVA","428","211","LV-027","*",""
"LV","LVA","428","211","LV-028","*",""
"LV","LVA","428","211","LV-029","*",""
"LV","LVA","428","211","LV-030","*",""
"LV","LVA","428","211","LV-031","*",""
"LV","LVA","428","211","LV-032","*",""
"LV","LVA","428","211","LV-033","*",""
"LV","LVA","428","211","LV-034","*",""
"LV","LVA","428","211","LV-035","*",""
"LV","LVA","428","211","LV-036","*",""
"LV","LVA","428","211","LV-037","*",""
"LV","LVA","428","211","LV-038","*",""
"LV","LVA","428","211","LV-039","*",""
"LV","LVA","428","211","LV-040","*",""
"LV","LVA","428","211","LV-041","*",""
"LV","LVA","428","211","LV-042","*",""
"LV","LVA","428","211","LV-043","*",""
"LV","LVA","428","211","LV-044","*",""
"LV","LVA","428","211","LV-045","*",""
"LV","LVA","428","211","LV-046","*",""
"LV","LVA","428","211","LV-047","*",""
"LV","LVA","428","211","LV-048","*",""
"LV","LVA","428","211","LV-049","*",""
"LV","LVA","428","211","LV-050","*",""
"LV","LVA","428","211","LV-051","*",""
"LV","LVA","428","211","LV-052","*",""
"LV","LVA","428","211","LV-053","*",""
"LV","LVA","428","211","LV-054","*",""
"LV","LVA","428","211","LV-055","*",""
"LV","LVA","428","211","LV-056","*",""
"LV","LVA","428","211","LV-057","*",""
"LV","LVA","428","211","LV-058","*",""
"LV","LVA","428","211","LV-059","*",""
"LV","LVA","428","211","LV-060","*",""
"LV","LVA","428","211","LV-061","*",""
"LV","LVA","428","211","LV-062","*",""
"LV","LVA","428","211","LV-063","*",""
"LV","LVA","428","211","LV-064","*",""
"LV","LVA","428","211","LV-065","*",""
"LV","LVA","428","211","LV-066","*",""
"LV","LVA","428","211","LV-067","*",""
"LV","LVA","428","211","LV-068","*",""
"LV","LVA","428","211","LV-069","*",""
"LV","LVA","428","211","LV-070","*",""
"LV","LVA","428","211","LV-071","*",""
"LV","LVA","428","211","LV-072","*",""
"LV","LVA","428","211","LV-073","*",""
"LV","LVA","428","211","LV-074","*",""
"LV","LVA","428","211","LV-075","*",""
"LV","LVA","428","211","LV-076","*",""
"LV","LVA","428","211","LV-077","*",""
"LV","LVA","428","211","LV-078","*",""
"LV","LVA","428","211","LV-079","*",""
"LV","LVA","428","211","LV-080","*",""
"LV","LVA","428","211","LV-081","*",""
"LV","LVA","428","211","LV-082","*",""
"LV","LVA","428","211","LV-083","*",""
"LV","LVA","428","211","LV-084","*",""
"LV","LVA","428","211","LV-085","*",""
"LV","LVA","428","211","LV-086","*",""
"LV","LVA","428","211","LV-087","*",""
"LV","LVA","428","211","LV-088","*",""
"LV","LVA","428","211","LV-089","*",""
"LV","LVA","428","211","LV-090","*",""
"LV","LVA","428","211","LV-091","*",""
"LV","LVA","428","211","LV-092","*",""
"LV","LVA","428","211","LV-093","*",""
"LV","LVA","428","211","LV-094","*",""
"LV","LVA","428","211","LV-095","*",""
"LV","LVA","428","211","LV-096","*",""
"LV","LVA","428","211","LV-097","*",""
"LV","LVA","428","211","LV-098","*",""
"LV","LVA","428","211","LV-099","*",""
"LV","LVA","428","211","LV-100","*",""
"LV","LVA","428","211","LV-101","*",""
"LV","LVA","428","211","LV-102","*",""
"LV","LVA","428","211","LV-103","*",""
"LV","LVA","428","211","LV-104","*",""
"LV","LVA","428","211","LV-105","*",""
"LV","LVA","428","211","LV-106","*",""
"LV","LVA","428","211","LV-107","*",""
"LV","LVA","428","211","LV-108","*",""
"LV","LVA","428","211","LV-109","*",""
"LV","LVA","428","211","LV-110","*",""
"LV","LVA","428","248","LV-DGV","",""
"LV","LVA","428","248","LV-JEL","*",""
"LV","LVA","428","248","LV-JKB","*",""
"LV","LVA","428","248","LV-JUR","*",""
"LV","LVA","428","248","LV-LPX","",""
"LV","LVA","428","248","LV-REZ","*",""
"LV","LVA","428","248","LV-RIX","",""
"LV","LVA","428","248","LV-VEN","*",""
"LV","LVA","428","248","LV-VMR","*",""
"LY","LBY","434","332","LY-BA","*",""
"LY","LBY","434","332","LY-BU","*",""
"LY","LBY","434","332","LY-DR","*",""
"LY","LBY","434","332","LY-GT","*",""
"LY","LBY","434","332","LY-JA","*",""
"LY","LBY","434","332","LY-JG","*",""
"LY","LBY","434","332","LY-JI","*",""
"LY","LBY","434","332","LY-JU","*",""
"LY","LBY","434","332","LY-KF","*",""
"LY","LBY","434","332","LY-MB","*",""
"LY","LBY","434","332","LY-MI","*",""
"LY","LBY","434","332","LY-MJ","*",""
"LY","LBY","434","332","LY-MQ","*",""
"LY","LBY","434","332","LY-NL","*",""
"LY","LBY","434","332","LY-NQ","*",""
"LY","LBY","434","332","LY-SB","*",""
"LY","LBY","434","332","LY-SR","*",""
"LY","LBY","434","332","LY-TB","*",""
"LY","LBY","434","332","LY-WA","*",""
"LY","LBY","434","332","LY-WD","*",""
"LY","LBY","434","332","LY-WS","*",""
"LY","LBY","434","332","LY-ZA","*",""
"MA","MAR","504","287","MA-01","",""
"MA","MAR","504","161","MA-MDF","*","MA-01"
"MA","MAR","504","161","MA-TNG","*","MA-01"
"MA","MAR","504","249","MA-CHE","*","MA-01"
"MA","MAR","504","249","MA-FAH","*","MA-01"
"MA","MAR","504","249","MA-HOC","*","MA-01"
"MA","MAR","504","249","MA-LAR","*","MA-01"
"MA","MAR","504","249","MA-OUZ","*","MA-01"
"MA","MAR","504","249","MA-TET","*","MA-01"
"MA","MAR","504","287","MA-02","",""
"MA","MAR","504","161","MA-OUJ","*","MA-02"
"MA","MAR","504","249","MA-BER","*","MA-02"
"MA","MAR","504","249","MA-DRI","*","MA-02"
"MA","MAR","504","249","MA-FIG","*","MA-02"
"MA","MAR","504","249","MA-GUF","*","MA-02"
"MA","MAR","504","249","MA-JRA","*","MA-02"
"MA","MAR","504","249","MA-NAD","*","MA-02"
"MA","MAR","504","249","MA-TAI","*","MA-02"
"MA","MAR","504","287","MA-03","",""
"MA","MAR","504","161","MA-FES","*","MA-03"
"MA","MAR","504","161","MA-MEK","*","MA-03"
"MA","MAR","504","249","MA-BOM","*","MA-03"
"MA","MAR","504","249","MA-HAJ","*","MA-03"
"MA","MAR","504","249","MA-IFR","*","MA-03"
"MA","MAR","504","249","MA-MOU","*","MA-03"
"MA","MAR","504","249","MA-SEF","*","MA-03"
"MA","MAR","504","249","MA-TAO","*","MA-03"
"MA","MAR","504","249","MA-TAZ","*","MA-03"
"MA","MAR","504","287","MA-04","",""
"MA","MAR","504","161","MA-RAB","*","MA-04"
"MA","MAR","504","161","MA-SAL","*","MA-04"
"MA","MAR","504","161","MA-SKH","*","MA-04"
"MA","MAR","504","249","MA-KEN","*","MA-04"
"MA","MAR","504","249","MA-KHE","*","MA-04"
"MA","MAR","504","249","MA-NOU","*","MA-04"
"MA","MAR","504","249","MA-SIK","*","MA-04"
"MA","MAR","504","249","MA-SIL","*","MA-04"
"MA","MAR","504","287","MA-05","",""
"MA","MAR","504","249","MA-AZI","*","MA-05"
"MA","MAR","504","249","MA-BEM","*","MA-05"
"MA","MAR","504","249","MA-FQH","*","MA-05"
"MA","MAR","504","249","MA-KHN","*","MA-05"
"MA","MAR","504","249","MA-KHO","*","MA-05"
"MA","MAR","504","287","MA-06","",""
"MA","MAR","504","161","MA-CAS","*","MA-06"
"MA","MAR","504","161","MA-MOH","*","MA-06"
"MA","MAR","504","249","MA-BES","*","MA-06"
"MA","MAR","504","249","MA-BRR","*","MA-06"
"MA","MAR","504","249","MA-CHT","*","MA-06"
"MA","MAR","504","249","MA-JDI","*","MA-06"
"MA","MAR","504","249","MA-MED","*","MA-06"
"MA","MAR","504","249","MA-SET","*","MA-06"
"MA","MAR","504","249","MA-SIB","*","MA-06"
"MA","MAR","504","287","MA-07","",""
"MA","MAR","504","161","MA-MAR","*","MA-07"
"MA","MAR","504","249","MA-CHI","*","MA-07"
"MA","MAR","504","249","MA-ESI","*","MA-07"
"MA","MAR","504","249","MA-HAO","*","MA-07"
"MA","MAR","504","249","MA-KES","*","MA-07"
"MA","MAR","504","249","MA-REH","*","MA-07"
"MA","MAR","504","249","MA-SAF","*","MA-07"
"MA","MAR","504","249","MA-YUS","*","MA-07"
"MA","MAR","504","287","MA-08","",""
"MA","MAR","504","249","MA-ERR","*","MA-08"
"MA","MAR","504","249","MA-MID","*","MA-08"
"MA","MAR","504","249","MA-OUA","*","MA-08"
"MA","MAR","504","249","MA-TIN","*","MA-08"
"MA","MAR","504","249","MA-ZAG","*","MA-08"
"MA","MAR","504","287","MA-09","",""
"MA","MAR","504","161","MA-AGD","*","MA-09"
"MA","MAR","504","161","MA-INE","*","MA-09"
"MA","MAR","504","249","MA-TAR","*","MA-09"
"MA","MAR","504","249","MA-TAT","*","MA-09"
"MA","MAR","504","249","MA-TIZ","*","MA-09"
"MA","MAR","504","287","MA-10","",""
"MA","MAR","504","249","MA-ASZ","*","MA-10"
"MA","MAR","504","249","MA-GUE","*","MA-10"
"MA","MAR","504","249","MA-SIF","*","MA-10"
"MA","MAR","504","249","MA-TNT","*","MA-10"
"MA","MAR","504","287","MA-11","",""
"MA","MAR","504","249","MA-BOD","*","MA-11"
"MA","MAR","504","249","MA-ESM","*","MA-11"
"MA","MAR","504","249","MA-LAA","*","MA-11"
"MA","MAR","504","249","MA-TAF","*","MA-11"
"MA","MAR","504","287","MA-12","",""
"MA","MAR","504","249","MA-AOU","*","MA-12"
"MA","MAR","504","249","MA-OUD","*","MA-12"
"MC","MCO","492","212","MC-CL","*",""
"MC","MCO","492","212","MC-CO","*",""
"MC","MCO","492","212","MC-FO","*",""
"MC","MCO","492","212","MC-GA","*",""
"MC","MCO","492","212","MC-JE","*",""
"MC","MCO","492","212","MC-LA","*",""
"MC","MCO","492","212","MC-MA","*",""
"MC","MCO","492","212","MC-MC","*",""
"MC","MCO","492","212","MC-MG","*",""
"MC","MCO","492","212","MC-MO","*",""
"MC","MCO","492","212","MC-MU","*",""
"MC","MCO","492","212","MC-PH","*",""
"MC","MCO","492","212","MC-SD","*",""
"MC","MCO","492","212","MC-SO","*",""
"MC","MCO","492","212","MC-SP","*",""
"MC","MCO","492","212","MC-SR","*",""
"MC","MCO","492","212","MC-VR","*",""
"MD","MDA","498","120","MD-AN","*",""
"MD","MDA","498","120","MD-BR","*",""
"MD","MDA","498","120","MD-BS","*",""
"MD","MDA","498","120","MD-CA","*",""
"MD","MDA","498","120","MD-CL","*",""
"MD","MDA","498","120","MD-CM","*",""
"MD","MDA","498","120","MD-CR","*",""
"MD","MDA","498","120","MD-CS","*",""
"MD","MDA","498","120","MD-CT","*",""
"MD","MDA","498","120","MD-DO","*",""
"MD","MDA","498","120","MD-DR","*",""
"MD","MDA","498","120","MD-DU","*",""
"MD","MDA","498","120","MD-ED","*",""
"MD","MDA","498","120","MD-FA","*",""
"MD","MDA","498","120","MD-FL","*",""
"MD","MDA","498","120","MD-GL","*",""
"MD","MDA","498","120","MD-HI","*",""
"MD","MDA","498","120","MD-IA","*",""
"MD","MDA","498","120","MD-LE","*",""
"MD","MDA","498","120","MD-NI","*",""
"MD","MDA","498","120","MD-OC","*",""
"MD","MDA","498","120","MD-OR","*",""
"MD","MDA","498","120","MD-RE","*",""
"MD","MDA","498","120","MD-RI","*",""
"MD","MDA","498","120","MD-SD","*",""
"MD","MDA","498","120","MD-SI","*",""
"MD","MDA","498","120","MD-SO","*",""
"MD","MDA","498","120","MD-ST","*",""
"MD","MDA","498","120","MD-SV","*",""
"MD","MDA","498","120","MD-TA","*",""
"MD","MDA","498","120","MD-TE","*",""
"MD","MDA","498","120","MD-UN","*",""
"MD","MDA","498","148","MD-GA","*",""
"MD","MDA","498","222","MD-SN","*",""
"MD","MDA","498","234","MD-BA","*",""
"MD","MDA","498","234","MD-BD","*",""
"MD","MDA","498","234","MD-CU","*",""
"ME","MNE","499","121","ME-01","*",""
"ME","MNE","499","121","ME-02","*",""
"ME","MNE","499","121","ME-03","*",""
"ME","MNE","499","121","ME-04","*",""
"ME","MNE","499","121","ME-05","*",""
"ME","MNE","499","121","ME-06","*",""
"ME","MNE","499","121","ME-07","*",""
"ME","MNE","499","121","ME-08","*",""
"ME","MNE","499","121","ME-09","*",""
"ME","MNE","499","121","ME-10","*",""
"ME","MNE","499","121","ME-11","*",""
"ME","MNE","499","121","ME-12","*",""
"ME","MNE","499","121","ME-13","*",""
"ME","MNE","499","121","ME-14","*",""
"ME","MNE","499","121","ME-15","*",""
"ME","MNE","499","121","ME-16","*",""
"ME","MNE","499","121","ME-17","*",""
"ME","MNE","499","121","ME-18","*",""
"ME","MNE","499","121","ME-19","*",""
"ME","MNE","499","121","ME-20","*",""
"ME","MNE","499","121","ME-21","*",""
"ME","MNE","499","121","ME-22","*",""
"ME","MNE","499","121","ME-23","*",""
"ME","MNE","499","121","ME-24","*",""
"MG","MDG","450","213","MG-A","",""
"MG","MDG","450","213","MG-D","",""
"MG","MDG","450","213","MG-F","",""
"MG","MDG","450","213","MG-M","",""
"MG","MDG","450","213","MG-T","",""
"MG","MDG","450","213","MG-U","",""
"MH","MHL","584","162","MH-L","*",""
"MH","MHL","584","378","MH-ALL","*","MH-L"
"MH","MHL","584","378","MH-EBO","*","MH-L"
"MH","MHL","584","378","MH-ENI","*","MH-L"
"MH","MHL","584","378","MH-JAB","*","MH-L"
"MH","MHL","584","378","MH-JAL","*","MH-L"
"MH","MHL","584","378","MH-KIL","*","MH-L"
"MH","MHL","584","378","MH-KWA","*","MH-L"
"MH","MHL","584","378","MH-LAE","*","MH-L"
"MH","MHL","584","378","MH-LIB","*","MH-L"
"MH","MHL","584","378","MH-NMK","*","MH-L"
"MH","MHL","584","378","MH-NMU","*","MH-L"
"MH","MHL","584","378","MH-RON","*","MH-L"
"MH","MHL","584","378","MH-UJA","*","MH-L"
"MH","MHL","584","378","MH-WTH","*","MH-L"
"MH","MHL","584","162","MH-T","*",""
"MH","MHL","584","378","MH-ALK","*","MH-T"
"MH","MHL","584","378","MH-ARN","*","MH-T"
"MH","MHL","584","378","MH-AUR","*","MH-T"
"MH","MHL","584","378","MH-LIK","*","MH-T"
"MH","MHL","584","378","MH-MAJ","*","MH-T"
"MH","MHL","584","378","MH-MAL","*","MH-T"
"MH","MHL","584","378","MH-MEJ","*","MH-T"
"MH","MHL","584","378","MH-MIL","*","MH-T"
"MH","MHL","584","378","MH-UTI","*","MH-T"
"MH","MHL","584","378","MH-WTJ","*","MH-T"
"MK","MKD","807","288","MK-101","",""
"MK","MKD","807","288","MK-102","",""
"MK","MKD","807","288","MK-103","",""
"MK","MKD","807","288","MK-104","",""
"MK","MKD","807","288","MK-105","",""
"MK","MKD","807","288","MK-106","",""
"MK","MKD","807","288","MK-107","",""
"MK","MKD","807","288","MK-108","",""
"MK","MKD","807","288","MK-109","",""
"MK","MKD","807","288","MK-201","",""
"MK","MKD","807","288","MK-202","",""
"MK","MKD","807","288","MK-203","",""
"MK","MKD","807","288","MK-204","",""
"MK","MKD","807","288","MK-205","",""
"MK","MKD","807","288","MK-206","",""
"MK","MKD","807","288","MK-207","",""
"MK","MKD","807","288","MK-208","",""
"MK","MKD","807","288","MK-209","",""
"MK","MKD","807","288","MK-210","",""
"MK","MKD","807","288","MK-211","",""
"MK","MKD","807","288","MK-301","",""
"MK","MKD","807","288","MK-303","",""
"MK","MKD","807","288","MK-304","",""
"MK","MKD","807","288","MK-307","",""
"MK","MKD","807","288","MK-308","",""
"MK","MKD","807","288","MK-310","",""
"MK","MKD","807","288","MK-311","",""
"MK","MKD","807","288","MK-312","",""
"MK","MKD","807","288","MK-313","",""
"MK","MKD","807","288","MK-401","",""
"MK","MKD","807","288","MK-402","",""
"MK","MKD","807","288","MK-403","",""
"MK","MKD","807","288","MK-404","",""
"MK","MKD","807","288","MK-405","",""
"MK","MKD","807","288","MK-406","",""
"MK","MKD","807","288","MK-407","",""
"MK","MKD","807","288","MK-408","",""
"MK","MKD","807","288","MK-409","",""
"MK","MKD","807","288","MK-410","",""
"MK","MKD","807","288","MK-501","",""
"MK","MKD","807","288","MK-502","",""
"MK","MKD","807","288","MK-503","",""
"MK","MKD","807","288","MK-504","",""
"MK","MKD","807","288","MK-505","",""
"MK","MKD","807","288","MK-506","",""
"MK","MKD","807","288","MK-507","",""
"MK","MKD","807","288","MK-508","",""
"MK","MKD","807","288","MK-509","",""
"MK","MKD","807","288","MK-601","",""
"MK","MKD","807","288","MK-602","",""
"MK","MKD","807","288","MK-603","",""
"MK","MKD","807","288","MK-604","",""
"MK","MKD","807","288","MK-605","",""
"MK","MKD","807","288","MK-606","",""
"MK","MKD","807","288","MK-607","",""
"MK","MKD","807","288","MK-608","",""
"MK","MKD","807","288","MK-609","",""
"MK","MKD","807","288","MK-701","",""
"MK","MKD","807","288","MK-702","",""
"MK","MKD","807","288","MK-703","",""
"MK","MKD","807","288","MK-704","",""
"MK","MKD","807","288","MK-705","",""
"MK","MKD","807","288","MK-706","",""
"MK","MKD","807","288","MK-801","",""
"MK","MKD","807","288","MK-802","",""
"MK","MKD","807","288","MK-803","",""
"MK","MKD","807","288","MK-804","",""
"MK","MKD","807","288","MK-805","",""
"MK","MKD","807","288","MK-806","",""
"MK","MKD","807","288","MK-807","",""
"MK","MKD","807","288","MK-808","",""
"MK","MKD","807","288","MK-809","",""
"MK","MKD","807","288","MK-810","",""
"MK","MKD","807","288","MK-811","",""
"MK","MKD","807","288","MK-812","",""
"MK","MKD","807","288","MK-813","",""
"MK","MKD","807","288","MK-814","",""
"MK","MKD","807","288","MK-815","",""
"MK","MKD","807","288","MK-816","",""
"MK","MKD","807","288","MK-817","",""
"ML","MLI","466","132","ML-1","",""
"ML","MLI","466","132","ML-10","",""
"ML","MLI","466","132","ML-2","",""
"ML","MLI","466","132","ML-3","",""
"ML","MLI","466","132","ML-4","",""
"ML","MLI","466","132","ML-5","",""
"ML","MLI","466","132","ML-6","",""
"ML","MLI","466","132","ML-7","",""
"ML","MLI","466","132","ML-8","",""
"ML","MLI","466","132","ML-9","",""
"ML","MLI","466","436","ML-BKO","",""
"MM","MMR","104","163","MM-01","",""
"MM","MMR","104","163","MM-02","",""
"MM","MMR","104","163","MM-03","",""
"MM","MMR","104","163","MM-04","",""
"MM","MMR","104","163","MM-05","",""
"MM","MMR","104","163","MM-06","",""
"MM","MMR","104","163","MM-07","",""
"MM","MMR","104","264","MM-11","",""
"MM","MMR","104","264","MM-12","",""
"MM","MMR","104","264","MM-13","",""
"MM","MMR","104","264","MM-14","",""
"MM","MMR","104","264","MM-15","",""
"MM","MMR","104","264","MM-16","",""
"MM","MMR","104","264","MM-17","",""
"MM","MMR","104","457","MM-18","",""
"MN","MNG","496","333","MN-035","",""
"MN","MNG","496","333","MN-037","",""
"MN","MNG","496","333","MN-039","",""
"MN","MNG","496","333","MN-041","",""
"MN","MNG","496","333","MN-043","",""
"MN","MNG","496","333","MN-046","",""
"MN","MNG","496","333","MN-047","",""
"MN","MNG","496","333","MN-049","",""
"MN","MNG","496","333","MN-051","",""
"MN","MNG","496","333","MN-053","",""
"MN","MNG","496","333","MN-055","",""
"MN","MNG","496","333","MN-057","",""
"MN","MNG","496","333","MN-059","",""
"MN","MNG","496","333","MN-061","",""
"MN","MNG","496","333","MN-063","",""
"MN","MNG","496","333","MN-064","",""
"MN","MNG","496","333","MN-065","",""
"MN","MNG","496","333","MN-067","",""
"MN","MNG","496","333","MN-069","",""
"MN","MNG","496","333","MN-071","",""
"MN","MNG","496","333","MN-073","",""
"MN","MNG","496","360","MN-1","",""
"MR","MRT","478","289","MR-01","",""
"MR","MRT","478","289","MR-02","",""
"MR","MRT","478","289","MR-03","",""
"MR","MRT","478","289","MR-04","",""
"MR","MRT","478","289","MR-05","",""
"MR","MRT","478","289","MR-06","",""
"MR","MRT","478","289","MR-07","",""
"MR","MRT","478","289","MR-08","",""
"MR","MRT","478","289","MR-09","",""
"MR","MRT","478","289","MR-10","",""
"MR","MRT","478","289","MR-11","",""
"MR","MRT","478","289","MR-12","",""
"MR","MRT","478","289","MR-13","",""
"MR","MRT","478","289","MR-14","",""
"MR","MRT","478","289","MR-15","",""
"MT","MLT","470","280","MT-01","*",""
"MT","MLT","470","280","MT-02","*",""
"MT","MLT","470","280","MT-03","*",""
"MT","MLT","470","280","MT-04","*",""
"MT","MLT","470","280","MT-05","*",""
"MT","MLT","470","280","MT-06","*",""
"MT","MLT","470","280","MT-07","*",""
"MT","MLT","470","280","MT-08","*",""
"MT","MLT","470","280","MT-09","*",""
"MT","MLT","470","280","MT-10","*",""
"MT","MLT","470","280","MT-11","*",""
"MT","MLT","470","280","MT-12","*",""
"MT","MLT","470","280","MT-13","*",""
"MT","MLT","470","280","MT-14","*",""
"MT","MLT","470","280","MT-15","*",""
"MT","MLT","470","280","MT-16","*",""
"MT","MLT","470","280","MT-17","*",""
"MT","MLT","470","280","MT-18","*",""
"MT","MLT","470","280","MT-19","*",""
"MT","MLT","470","280","MT-20","*",""
"MT","MLT","470","280","MT-21","*",""
"MT","MLT","470","280","MT-22","*",""
"MT","MLT","470","280","MT-23","*",""
"MT","MLT","470","280","MT-24","*",""
"MT","MLT","470","280","MT-25","*",""
"MT","MLT","470","280","MT-26","*",""
"MT","MLT","470","280","MT-27","*",""
"MT","MLT","470","280","MT-28","*",""
"MT","MLT","470","280","MT-29","*",""
"MT","MLT","470","280","MT-30","*",""
"MT","MLT","470","280","MT-31","*",""
"MT","MLT","470","280","MT-32","*",""
"MT","MLT","470","280","MT-33","*",""
"MT","MLT","470","280","MT-34","*",""
"MT","MLT","470","280","MT-35","*",""
"MT","MLT","470","280","MT-36","*",""
"MT","MLT","470","280","MT-37","*",""
"MT","MLT","470","280","MT-38","*",""
"MT","MLT","470","280","MT-39","*",""
"MT","MLT","470","280","MT-40","*",""
"MT","MLT","470","280","MT-41","*",""
"MT","MLT","470","280","MT-42","*",""
"MT","MLT","470","280","MT-43","*",""
"MT","MLT","470","280","MT-44","*",""
"MT","MLT","470","280","MT-45","*",""
"MT","MLT","470","280","MT-46","*",""
"MT","MLT","470","280","MT-47","*",""
"MT","MLT","470","280","MT-48","*",""
"MT","MLT","470","280","MT-49","*",""
"MT","MLT","470","280","MT-50","*",""
"MT","MLT","470","280","MT-51","*",""
"MT","MLT","470","280","MT-52","*",""
"MT","MLT","470","280","MT-53","*",""
"MT","MLT","470","280","MT-54","*",""
"MT","MLT","470","280","MT-55","*",""
"MT","MLT","470","280","MT-56","*",""
"MT","MLT","470","280","MT-57","*",""
"MT","MLT","470","280","MT-58","*",""
"MT","MLT","470","280","MT-59","*",""
"MT","MLT","470","280","MT-60","*",""
"MT","MLT","470","280","MT-61","*",""
"MT","MLT","470","280","MT-62","*",""
"MT","MLT","470","280","MT-63","*",""
"MT","MLT","470","280","MT-64","*",""
"MT","MLT","470","280","MT-65","*",""
"MT","MLT","470","280","MT-66","*",""
"MT","MLT","470","280","MT-67","*",""
"MT","MLT","470","280","MT-68","*",""
"MU","MUS","480","109","MU-BR","*",""
"MU","MUS","480","109","MU-CU","*",""
"MU","MUS","480","109","MU-PU","*",""
"MU","MUS","480","109","MU-QB","*",""
"MU","MUS","480","109","MU-VP","*",""
"MU","MUS","480","238","MU-BL","*",""
"MU","MUS","480","238","MU-FL","*",""
"MU","MUS","480","238","MU-GP","*",""
"MU","MUS","480","238","MU-MO","*",""
"MU","MUS","480","238","MU-PA","*",""
"MU","MUS","480","238","MU-PL","*",""
"MU","MUS","480","238","MU-PW","*",""
"MU","MUS","480","238","MU-RR","*",""
"MU","MUS","480","238","MU-SA","*",""
"MU","MUS","480","340","MU-AG","*",""
"MU","MUS","480","340","MU-CC","*",""
"MU","MUS","480","340","MU-RO","*",""
"MV","MDV","462","326","MV-00","*",""
"MV","MDV","462","326","MV-02","",""
"MV","MDV","462","326","MV-03","",""
"MV","MDV","462","326","MV-04","",""
"MV","MDV","462","326","MV-05","",""
"MV","MDV","462","326","MV-07","",""
"MV","MDV","462","326","MV-08","",""
"MV","MDV","462","326","MV-12","",""
"MV","MDV","462","326","MV-13","",""
"MV","MDV","462","326","MV-14","",""
"MV","MDV","462","326","MV-17","",""
"MV","MDV","462","326","MV-20","",""
"MV","MDV","462","326","MV-23","",""
"MV","MDV","462","326","MV-24","",""
"MV","MDV","462","326","MV-25","",""
"MV","MDV","462","326","MV-26","",""
"MV","MDV","462","326","MV-27","",""
"MV","MDV","462","326","MV-28","",""
"MV","MDV","462","326","MV-29","",""
"MV","MDV","462","476","MV-01","",""
"MV","MDV","462","476","MV-MLE","",""
"MW","MWI","454","135","MW-C","*",""
"MW","MWI","454","367","MW-DE","*","MW-C"
"MW","MWI","454","367","MW-DO","*","MW-C"
"MW","MWI","454","367","MW-KS","*","MW-C"
"MW","MWI","454","367","MW-LI","*","MW-C"
"MW","MWI","454","367","MW-MC","*","MW-C"
"MW","MWI","454","367","MW-NI","*","MW-C"
"MW","MWI","454","367","MW-NK","*","MW-C"
"MW","MWI","454","367","MW-NU","*","MW-C"
"MW","MWI","454","367","MW-SA","*","MW-C"
"MW","MWI","454","135","MW-N","*",""
"MW","MWI","454","367","MW-CT","*","MW-N"
"MW","MWI","454","367","MW-KR","*","MW-N"
"MW","MWI","454","367","MW-LK","*","MW-N"
"MW","MWI","454","367","MW-MZ","*","MW-N"
