alpha_2_code,alpha_3_code,numeric_code,subdivision_category_id,subdivision_code,language,language_alpha_3_code,subdivision_name,subdivision_name_local_variation,romanization_system
"CH","CHE","756","153","CH-FR","fr","fra","Fribourg","",""
"CH","CHE","756","153","CH-GE","fr","fra","Genève","",""
"CH","CHE","756","153","CH-GL","de","deu","Glarus","",""
"CH","CHE","756","153","CH-GR","de","deu","Graubünden","",""
"CH","CHE","756","153","CH-GR","fr","fra","Grisons","",""
"CH","CHE","756","153","CH-GR","it","ita","Grigioni","",""
"CH","CHE","756","153","CH-GR","rm","roh","Grischun","",""
"CH","CHE","756","153","CH-JU","fr","fra","Jura","",""
"CH","CHE","756","153","CH-LU","de","deu","Luzern","",""
"CH","CHE","756","153","CH-NE","fr","fra","Neuchâtel","",""
"CH","CHE","756","153","CH-NW","de","deu","Nidwalden","",""
"CH","CHE","756","153","CH-OW","de","deu","Obwalden","",""
"CH","CHE","756","153","CH-SG","de","deu","Sankt Gallen","",""
"CH","CHE","756","153","CH-SH","de","deu","Schaffhausen","",""
"CH","CHE","756","153","CH-SO","de","deu","Solothurn","",""
"CH","CHE","756","153","CH-SZ","de","deu","Schwyz","",""
"CH","CHE","756","153","CH-TG","de","deu","Thurgau","",""
"CH","CHE","756","153","CH-TI","it","ita","Ticino","",""
"CH","CHE","756","153","CH-UR","de","deu","Uri","",""
"CH","CHE","756","153","CH-VD","fr","fra","Vaud","",""
"CH","CHE","756","153","CH-VS","de","deu","Wallis","",""
"CH","CHE","756","153","CH-VS","fr","fra","Valais","",""
"CH","CHE","756","153","CH-ZG","de","deu","Zug","",""
"CH","CHE","756","153","CH-ZH","de","deu","Zürich","",""
"CI","CIV","384","460","CI-AB","fr","fra","Abidjan","",""
"CI","CIV","384","460","CI-YM","fr","fra","Yamoussoukro","",""
"CI","CIV","384","461","CI-BS","fr","fra","Bas-Sassandra","",""
"CI","CIV","384","461","CI-CM","fr","fra","Comoé","",""
"CI","CIV","384","461","CI-DN","fr","fra","Denguélé","",""
"CI","CIV","384","461","CI-GD","fr","fra","Gôh-Djiboua","",""
"CI","CIV","384","461","CI-LC","fr","fra","Lacs","",""
"CI","CIV","384","461","CI-LG","fr","fra","Lagunes","",""
"CI","CIV","384","461","CI-MG","fr","fra","Montagnes","",""
"CI","CIV","384","461","CI-SM","fr","fra","Sassandra-Marahoué","",""
"CI","CIV","384","461","CI-SV","fr","fra","Savanes","",""
"CI","CIV","384","461","CI-VB","fr","fra","Vallée du Bandama","",""
"CI","CIV","384","461","CI-WR","fr","fra","Woroba","",""
"CI","CIV","384","461","CI-ZZ","fr","fra","Zanzan","",""
"CL","CHL","152","364","CL-AI","es","spa","Aisén del General Carlos Ibañez del Campo","Aysén, Aisén",""
"CL","CHL","152","364","CL-AN","es","spa","Antofagasta","",""
"CL","CHL","152","364","CL-AP","es","spa","Arica y Parinacota","",""
"CL","CHL","152","364","CL-AR","es","spa","La Araucanía","",""
"CL","CHL","152","364","CL-AT","es","spa","Atacama","",""
"CL","CHL","152","364","CL-BI","es","spa","Biobío","",""
"CL","CHL","152","364","CL-CO","es","spa","Coquimbo","",""
"CL","CHL","152","364","CL-LI","es","spa","Libertador General Bernardo O'Higgins","O'Higgins",""
"CL","CHL","152","364","CL-LL","es","spa","Los Lagos","",""
"CL","CHL","152","364","CL-LR","es","spa","Los Ríos","",""
"CL","CHL","152","364","CL-MA","es","spa","Magallanes","",""
"CL","CHL","152","364","CL-ML","es","spa","Maule","",""
"CL","CHL","152","364","CL-NB","es","spa","Ñuble","",""
"CL","CHL","152","364","CL-RM","es","spa","Región Metropolitana de Santiago","",""
"CL","CHL","152","364","CL-TA","es","spa","Tarapacá","",""
"CL","CHL","152","364","CL-VS","es","spa","Valparaíso","",""
"CM","CMR","120","130","CM-AD","en","eng","Adamaoua","",""
"CM","CMR","120","130","CM-AD","fr","fra","Adamaoua","",""
"CM","CMR","120","130","CM-CE","en","eng","Centre","",""
"CM","CMR","120","130","CM-CE","fr","fra","Centre","",""
"CM","CMR","120","130","CM-EN","en","eng","Far North","",""
"CM","CMR","120","130","CM-EN","fr","fra","Extrême-Nord","",""
"CM","CMR","120","130","CM-ES","en","eng","East","",""
"CM","CMR","120","130","CM-ES","fr","fra","Est","",""
"CM","CMR","120","130","CM-LT","en","eng","Littoral","",""
"CM","CMR","120","130","CM-LT","fr","fra","Littoral","",""
"CM","CMR","120","130","CM-NO","en","eng","North","",""
"CM","CMR","120","130","CM-NO","fr","fra","Nord","",""
"CM","CMR","120","130","CM-NW","en","eng","North-West","",""
"CM","CMR","120","130","CM-NW","fr","fra","Nord-Ouest","",""
"CM","CMR","120","130","CM-OU","en","eng","West","",""
"CM","CMR","120","130","CM-OU","fr","fra","Ouest","",""
"CM","CMR","120","130","CM-SU","en","eng","South","",""
"CM","CMR","120","130","CM-SU","fr","fra","Sud","",""
"CM","CMR","120","130","CM-SW","en","eng","South-West","",""
"CM","CMR","120","130","CM-SW","fr","fra","Sud-Ouest","",""
"CN","CHN","156","103","CN-AH","zh","zho","Anhui Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-FJ","zh","zho","Fujian Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-GD","zh","zho","Guangdong Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-GS","zh","zho","Gansu Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-GZ","zh","zho","Guizhou Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-HA","zh","zho","Henan Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-HB","zh","zho","Hubei Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-HE","zh","zho","Hebei Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-HI","zh","zho","Hainan Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-HL","zh","zho","Heilongjiang Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-HN","zh","zho","Hunan Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-JL","zh","zho","Jilin Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-JS","zh","zho","Jiangsu Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-JX","zh","zho","Jiangxi Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-LN","zh","zho","Liaoning Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-QH","zh","zho","Qinghai Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-SC","zh","zho","Sichuan Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-SD","zh","zho","Shandong Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-SN","zh","zho","Shaanxi Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-SX","zh","zho","Shanxi Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-TW","zh","zho","Taiwan Sheng (see also separate country code entry under TW)","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-YN","zh","zho","Yunnan Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","103","CN-ZJ","zh","zho","Zhejiang Sheng","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","195","CN-GX","zh","zho","Guangxi Zhuangzu Zizhiqu","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","195","CN-NM","zh","zho","Nei Mongol Zizhiqu","",""
"CN","CHN","156","195","CN-NX","zh","zho","Ningxia Huizi Zizhiqu","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","195","CN-XJ","zh","zho","Xinjiang Uygur Zizhiqu","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","195","CN-XZ","zh","zho","Xizang Zizhiqu","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","268","CN-HK","en","eng","Hong Kong SAR (see also separate country code entry under HK)","",""
"CN","CHN","156","268","CN-HK","zh","zho","Xianggang Tebiexingzhengqu (see also separate country code entry under HK)","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","268","CN-MO","en","eng","Macao SAR (see also separate country code entry under MO)","",""
"CN","CHN","156","268","CN-MO","pt","por","Macau SAR (see also separate country code entry under MO)","",""
"CN","CHN","156","268","CN-MO","zh","zho","Aomen Tebiexingzhengqu (see also separate country code entry under MO)","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","397","CN-BJ","zh","zho","Beijing Shi","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","397","CN-CQ","zh","zho","Chongqing Shi","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","397","CN-SH","zh","zho","Shanghai Shi","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CN","CHN","156","397","CN-TJ","zh","zho","Tianjin Shi","","National 1958 = ISO 7098:2015 = UN III/8 1977"
"CO","COL","170","104","CO-AMA","es","spa","Amazonas","",""
"CO","COL","170","104","CO-ANT","es","spa","Antioquia","",""
"CO","COL","170","104","CO-ARA","es","spa","Arauca","",""
"CO","COL","170","104","CO-ATL","es","spa","Atlántico","",""
"CO","COL","170","104","CO-BOL","es","spa","Bolívar","",""
"CO","COL","170","104","CO-BOY","es","spa","Boyacá","",""
"CO","COL","170","104","CO-CAL","es","spa","Caldas","",""
"CO","COL","170","104","CO-CAQ","es","spa","Caquetá","",""
"CO","COL","170","104","CO-CAS","es","spa","Casanare","",""
"CO","COL","170","104","CO-CAU","es","spa","Cauca","",""
"CO","COL","170","104","CO-CES","es","spa","Cesar","",""
"CO","COL","170","104","CO-CHO","es","spa","Chocó","",""
"CO","COL","170","104","CO-COR","es","spa","Córdoba","",""
"CO","COL","170","104","CO-CUN","es","spa","Cundinamarca","",""
"CO","COL","170","104","CO-GUA","es","spa","Guainía","",""
"CO","COL","170","104","CO-GUV","es","spa","Guaviare","",""
"CO","COL","170","104","CO-HUI","es","spa","Huila","",""
"CO","COL","170","104","CO-LAG","es","spa","La Guajira","",""
"CO","COL","170","104","CO-MAG","es","spa","Magdalena","",""
"CO","COL","170","104","CO-MET","es","spa","Meta","",""
"CO","COL","170","104","CO-NAR","es","spa","Nariño","",""
"CO","COL","170","104","CO-NSA","es","spa","Norte de Santander","",""
"CO","COL","170","104","CO-PUT","es","spa","Putumayo","",""
"CO","COL","170","104","CO-QUI","es","spa","Quindío","",""
"CO","COL","170","104","CO-RIS","es","spa","Risaralda","",""
"CO","COL","170","104","CO-SAN","es","spa","Santander","",""
"CO","COL","170","104","CO-SAP","es","spa","San Andrés, Providencia y Santa Catalina","San Andrés",""
"CO","COL","170","104","CO-SUC","es","spa","Sucre","",""
"CO","COL","170","104","CO-TOL","es","spa","Tolima","",""
"CO","COL","170","104","CO-VAC","es","spa","Valle del Cauca","Valle",""
"CO","COL","170","104","CO-VAU","es","spa","Vaupés","",""
"CO","COL","170","104","CO-VID","es","spa","Vichada","",""
"CO","COL","170","143","CO-DC","es","spa","Distrito Capital de Bogotá","Distrito Capital",""
"CR","CRI","188","318","CR-A","es","spa","Alajuela","",""
"CR","CRI","188","318","CR-C","es","spa","Cartago","",""
"CR","CRI","188","318","CR-G","es","spa","Guanacaste","",""
"CR","CRI","188","318","CR-H","es","spa","Heredia","",""
"CR","CRI","188","318","CR-L","es","spa","Limón","",""
"CR","CRI","188","318","CR-P","es","spa","Puntarenas","",""
"CR","CRI","188","318","CR-SJ","es","spa","San José","",""
"CU","CUB","192","365","CU-01","es","spa","Pinar del Río","",""
"CU","CUB","192","365","CU-03","es","spa","La Habana","",""
"CU","CUB","192","365","CU-04","es","spa","Matanzas","",""
"CU","CUB","192","365","CU-05","es","spa","Villa Clara","",""
"CU","CUB","192","365","CU-06","es","spa","Cienfuegos","",""
"CU","CUB","192","365","CU-07","es","spa","Sancti Spíritus","",""
"CU","CUB","192","365","CU-08","es","spa","Ciego de Ávila","",""
"CU","CUB","192","365","CU-09","es","spa","Camagüey","",""
"CU","CUB","192","365","CU-10","es","spa","Las Tunas","",""
"CU","CUB","192","365","CU-11","es","spa","Holguín","",""
"CU","CUB","192","365","CU-12","es","spa","Granma","",""
"CU","CUB","192","365","CU-13","es","spa","Santiago de Cuba","",""
"CU","CUB","192","365","CU-14","es","spa","Guantánamo","",""
"CU","CUB","192","365","CU-15","es","spa","Artemisa","",""
"CU","CUB","192","365","CU-16","es","spa","Mayabeque","",""
"CU","CUB","192","441","CU-99","es","spa","Isla de la Juventud","",""
"CV","CPV","132","313","CV-B","pt","por","Ilhas de Barlavento","",""
"CV","CPV","132","196","CV-BV","pt","por","Boa Vista","",""
"CV","CPV","132","196","CV-PA","pt","por","Paul","",""
"CV","CPV","132","196","CV-PN","pt","por","Porto Novo","",""
"CV","CPV","132","196","CV-RB","pt","por","Ribeira Brava","",""
"CV","CPV","132","196","CV-RG","pt","por","Ribeira Grande","",""
"CV","CPV","132","196","CV-SL","pt","por","Sal","",""
"CV","CPV","132","196","CV-SV","pt","por","São Vicente","",""
"CV","CPV","132","196","CV-TS","pt","por","Tarrafal de São Nicolau","",""
"CV","CPV","132","313","CV-S","pt","por","Ilhas de Sotavento","",""
"CV","CPV","132","196","CV-BR","pt","por","Brava","",""
"CV","CPV","132","196","CV-CA","pt","por","Santa Catarina","",""
"CV","CPV","132","196","CV-CF","pt","por","Santa Catarina do Fogo","",""
"CV","CPV","132","196","CV-CR","pt","por","Santa Cruz","",""
"CV","CPV","132","196","CV-MA","pt","por","Maio","",""
"CV","CPV","132","196","CV-MO","pt","por","Mosteiros","",""
"CV","CPV","132","196","CV-PR","pt","por","Praia","",""
"CV","CPV","132","196","CV-RS","pt","por","Ribeira Grande de Santiago","",""
"CV","CPV","132","196","CV-SD","pt","por","São Domingos","",""
"CV","CPV","132","196","CV-SF","pt","por","São Filipe","",""
"CV","CPV","132","196","CV-SM","pt","por","São Miguel","",""
"CV","CPV","132","196","CV-SO","pt","por","São Lourenço dos Órgãos","",""
"CV","CPV","132","196","CV-SS","pt","por","São Salvador do Mundo","",""
"CV","CPV","132","196","CV-TA","pt","por","Tarrafal","",""
"CY","CYP","196","266","CY-01","el","ell","Lefkosia","","ELOT 743:1982 = ISO 843:1997 = UN V/19 1987"
"CY","CYP","196","266","CY-01","tr","tur","Lefkoşa","",""
"CY","CYP","196","266","CY-02","el","ell","Lemesos","","ELOT 743:1982 = ISO 843:1997 = UN V/19 1987"
"CY","CYP","196","266","CY-02","tr","tur","Leymasun","",""
"CY","CYP","196","266","CY-03","el","ell","Larnaka","","ELOT 743:1982 = ISO 843:1997 = UN V/19 1987"
"CY","CYP","196","266","CY-03","tr","tur","Larnaka","",""
"CY","CYP","196","266","CY-04","el","ell","Ammochostos","","ELOT 743:1982 = ISO 843:1997 = UN V/19 1987"
"CY","CYP","196","266","CY-04","tr","tur","Mağusa","",""
"CY","CYP","196","266","CY-05","el","ell","Pafos","","ELOT 743:1982 = ISO 843:1997 = UN V/19 1987"
"CY","CYP","196","266","CY-05","tr","tur","Baf","",""
"CY","CYP","196","266","CY-06","el","ell","Keryneia","","ELOT 743:1982 = ISO 843:1997 = UN V/19 1987"
"CY","CYP","196","266","CY-06","tr","tur","Girne","",""
"CZ","CZE","203","154","CZ-20","cs","ces","Středočeský kraj","",""
"CZ","CZE","203","197","CZ-201","cs","ces","Benešov","",""
"CZ","CZE","203","197","CZ-202","cs","ces","Beroun","",""
"CZ","CZE","203","197","CZ-203","cs","ces","Kladno","",""
"CZ","CZE","203","197","CZ-204","cs","ces","Kolín","",""
"CZ","CZE","203","197","CZ-205","cs","ces","Kutná Hora","",""
"CZ","CZE","203","197","CZ-206","cs","ces","Mělník","",""
"CZ","CZE","203","197","CZ-207","cs","ces","Mladá Boleslav","",""
"CZ","CZE","203","197","CZ-208","cs","ces","Nymburk","",""
"CZ","CZE","203","197","CZ-209","cs","ces","Praha-východ","",""
"CZ","CZE","203","197","CZ-20A","cs","ces","Praha-západ","",""
"CZ","CZE","203","197","CZ-20B","cs","ces","Příbram","",""
"CZ","CZE","203","197","CZ-20C","cs","ces","Rakovník","",""
"CZ","CZE","203","154","CZ-31","cs","ces","Jihočeský kraj","",""
"CZ","CZE","203","197","CZ-311","cs","ces","České Budějovice","",""
"CZ","CZE","203","197","CZ-312","cs","ces","Český Krumlov","",""
"CZ","CZE","203","197","CZ-313","cs","ces","Jindřichův Hradec","",""
"CZ","CZE","203","197","CZ-314","cs","ces","Písek","",""
"CZ","CZE","203","197","CZ-315","cs","ces","Prachatice","",""
"CZ","CZE","203","197","CZ-316","cs","ces","Strakonice","",""
"CZ","CZE","203","197","CZ-317","cs","ces","Tábor","",""
"CZ","CZE","203","154","CZ-32","cs","ces","Plzeňský kraj","",""
"CZ","CZE","203","197","CZ-321","cs","ces","Domažlice","",""
"CZ","CZE","203","197","CZ-322","cs","ces","Klatovy","",""
"CZ","CZE","203","197","CZ-323","cs","ces","Plzeň-město","",""
"CZ","CZE","203","197","CZ-324","cs","ces","Plzeň-jih","",""
"CZ","CZE","203","197","CZ-325","cs","ces","Plzeň-sever","",""
"CZ","CZE","203","197","CZ-326","cs","ces","Rokycany","",""
"CZ","CZE","203","197","CZ-327","cs","ces","Tachov","",""
"CZ","CZE","203","154","CZ-41","cs","ces","Karlovarský kraj","",""
"CZ","CZE","203","197","CZ-411","cs","ces","Cheb","",""
"CZ","CZE","203","197","CZ-412","cs","ces","Karlovy Vary","",""
"CZ","CZE","203","197","CZ-413","cs","ces","Sokolov","",""
"CZ","CZE","203","154","CZ-42","cs","ces","Ústecký kraj","",""
"CZ","CZE","203","197","CZ-421","cs","ces","Děčín","",""
"CZ","CZE","203","197","CZ-422","cs","ces","Chomutov","",""
"CZ","CZE","203","197","CZ-423","cs","ces","Litoměřice","",""
"CZ","CZE","203","197","CZ-424","cs","ces","Louny","",""
"CZ","CZE","203","197","CZ-425","cs","ces","Most","",""
"CZ","CZE","203","197","CZ-426","cs","ces","Teplice","",""
"CZ","CZE","203","197","CZ-427","cs","ces","Ústí nad Labem","",""
"CZ","CZE","203","154","CZ-51","cs","ces","Liberecký kraj","",""
"CZ","CZE","203","197","CZ-511","cs","ces","Česká Lípa","",""
"CZ","CZE","203","197","CZ-512","cs","ces","Jablonec nad Nisou","",""
"CZ","CZE","203","197","CZ-513","cs","ces","Liberec","",""
"CZ","CZE","203","197","CZ-514","cs","ces","Semily","",""
"CZ","CZE","203","154","CZ-52","cs","ces","Královéhradecký kraj","",""
"CZ","CZE","203","197","CZ-521","cs","ces","Hradec Králové","",""
"CZ","CZE","203","197","CZ-522","cs","ces","Jičín","",""
"CZ","CZE","203","197","CZ-523","cs","ces","Náchod","",""
"CZ","CZE","203","197","CZ-524","cs","ces","Rychnov nad Kněžnou","",""
"CZ","CZE","203","197","CZ-525","cs","ces","Trutnov","",""
"CZ","CZE","203","154","CZ-53","cs","ces","Pardubický kraj","",""
"CZ","CZE","203","197","CZ-531","cs","ces","Chrudim","",""
"CZ","CZE","203","197","CZ-532","cs","ces","Pardubice","",""
"CZ","CZE","203","197","CZ-533","cs","ces","Svitavy","",""
"CZ","CZE","203","197","CZ-534","cs","ces","Ústí nad Orlicí","",""
"CZ","CZE","203","154","CZ-63","cs","ces","Kraj Vysočina","",""
"CZ","CZE","203","197","CZ-631","cs","ces","Havlíčkův Brod","",""
"CZ","CZE","203","197","CZ-632","cs","ces","Jihlava","",""
"CZ","CZE","203","197","CZ-633","cs","ces","Pelhřimov","",""
"CZ","CZE","203","197","CZ-634","cs","ces","Třebíč","",""
"CZ","CZE","203","197","CZ-635","cs","ces","Žďár nad Sázavou","",""
"CZ","CZE","203","154","CZ-64","cs","ces","Jihomoravský kraj","",""
"CZ","CZE","203","197","CZ-641","cs","ces","Blansko","",""
"CZ","CZE","203","197","CZ-642","cs","ces","Brno-město","",""
"CZ","CZE","203","197","CZ-643","cs","ces","Brno-venkov","",""
"CZ","CZE","203","197","CZ-644","cs","ces","Břeclav","",""
"CZ","CZE","203","197","CZ-645","cs","ces","Hodonín","",""
"CZ","CZE","203","197","CZ-646","cs","ces","Vyškov","",""
"CZ","CZE","203","197","CZ-647","cs","ces","Znojmo","",""
"CZ","CZE","203","154","CZ-71","cs","ces","Olomoucký kraj","",""
"CZ","CZE","203","197","CZ-711","cs","ces","Jeseník","",""
"CZ","CZE","203","197","CZ-712","cs","ces","Olomouc","",""
"CZ","CZE","203","197","CZ-713","cs","ces","Prostějov","",""
"CZ","CZE","203","197","CZ-714","cs","ces","Přerov","",""
"CZ","CZE","203","197","CZ-715","cs","ces","Šumperk","",""
"CZ","CZE","203","154","CZ-72","cs","ces","Zlínský kraj","",""
"CZ","CZE","203","197","CZ-721","cs","ces","Kroměříž","",""
"CZ","CZE","203","197","CZ-722","cs","ces","Uherské Hradiště","",""
"CZ","CZE","203","197","CZ-723","cs","ces","Vsetín","",""
"CZ","CZE","203","197","CZ-724","cs","ces","Zlín","",""
"CZ","CZE","203","154","CZ-80","cs","ces","Moravskoslezský kraj","",""
"CZ","CZE","203","197","CZ-801","cs","ces","Bruntál","",""
"CZ","CZE","203","197","CZ-802","cs","ces","Frýdek-Místek","",""
"CZ","CZE","203","197","CZ-803","cs","ces","Karviná","",""
"CZ","CZE","203","197","CZ-804","cs","ces","Nový Jičín","",""
"CZ","CZE","203","197","CZ-805","cs","ces","Opava","",""
"CZ","CZE","203","197","CZ-806","cs","ces","Ostrava-město","",""
"CZ","CZE","203","465","CZ-10","cs","ces","Praha, Hlavní město","",""
"DE","DEU","276","198","DE-BB","de","deu","Brandenburg","",""
"DE","DEU","276","198","DE-BE","de","deu","Berlin","",""
"DE","DEU","276","198","DE-BW","de","deu","Baden-Württemberg","",""
"DE","DEU","276","198","DE-BY","de","deu","Bayern","",""
"DE","DEU","276","198","DE-HB","de","deu","Bremen","",""
"DE","DEU","276","198","DE-HE","de","deu","Hessen","",""
"DE","DEU","276","198","DE-HH","de","deu","Hamburg","",""
"DE","DEU","276","198","DE-MV","de","deu","Mecklenburg-Vorpommern","",""
"DE","DEU","276","198","DE-NI","de","deu","Niedersachsen","",""
"DE","DEU","276","198","DE-NW","de","deu","Nordrhein-Westfalen","",""
"DE","DEU","276","198","DE-RP","de","deu","Rheinland-Pfalz","",""
"DE","DEU","276","198","DE-SH","de","deu","Schleswig-Holstein","",""
"DE","DEU","276","198","DE-SL","de","deu","Saarland","",""
"DE","DEU","276","198","DE-SN","de","deu","Sachsen","",""
"DE","DEU","276","198","DE-ST","de","deu","Sachsen-Anhalt","",""
"DE","DEU","276","198","DE-TH","de","deu","Thüringen","",""
"DJ","DJI","262","218","DJ-AR","ar","ara","‘Artā","","BGN/PCGN 1956"
"DJ","DJI","262","218","DJ-AR","fr","fra","Arta","",""
"DJ","DJI","262","218","DJ-AS","ar","ara","‘Alī Şabīḩ","","BGN/PCGN 1956"
"DJ","DJI","262","218","DJ-AS","fr","fra","Ali Sabieh","",""
"DJ","DJI","262","218","DJ-DI","ar","ara","Dikhīl","","BGN/PCGN 1956"
"DJ","DJI","262","218","DJ-DI","fr","fra","Dikhil","",""
"DJ","DJI","262","218","DJ-OB","ar","ara","Awbūk","","BGN/PCGN 1956"
"DJ","DJI","262","218","DJ-OB","fr","fra","Obock","",""
"DJ","DJI","262","218","DJ-TA","ar","ara","Tājūrah","","BGN/PCGN 1956"
"DJ","DJI","262","218","DJ-TA","fr","fra","Tadjourah","",""
"DJ","DJI","262","401","DJ-DJ","ar","ara","Jībūtī","","BGN/PCGN 1956"
"DJ","DJI","262","401","DJ-DJ","fr","fra","Djibouti","",""
"DK","DNK","208","319","DK-81","da","dan","Nordjylland","",""
"DK","DNK","208","319","DK-82","da","dan","Midtjylland","",""
"DK","DNK","208","319","DK-83","da","dan","Syddanmark","",""
"DK","DNK","208","319","DK-84","da","dan","Hovedstaden","",""
"DK","DNK","208","319","DK-85","da","dan","Sjælland","",""
"DM","DMA","212","219","DM-02","en","eng","Saint Andrew","",""
"DM","DMA","212","219","DM-03","en","eng","Saint David","",""
"DM","DMA","212","219","DM-04","en","eng","Saint George","",""
"DM","DMA","212","219","DM-05","en","eng","Saint John","",""
"DM","DMA","212","219","DM-06","en","eng","Saint Joseph","",""
"DM","DMA","212","219","DM-07","en","eng","Saint Luke","",""
"DM","DMA","212","219","DM-08","en","eng","Saint Mark","",""
"DM","DMA","212","219","DM-09","en","eng","Saint Patrick","",""
"DM","DMA","212","219","DM-10","en","eng","Saint Paul","",""
"DM","DMA","212","219","DM-11","en","eng","Saint Peter","",""
"DO","DOM","214","449","DO-33","es","spa","Cibao Nordeste","",""
"DO","DOM","214","105","DO-06","es","spa","Duarte","",""
"DO","DOM","214","105","DO-14","es","spa","María Trinidad Sánchez","",""
"DO","DOM","214","105","DO-19","es","spa","Hermanas Mirabal","",""
"DO","DOM","214","105","DO-20","es","spa","Samaná","",""
"DO","DOM","214","449","DO-34","es","spa","Cibao Noroeste","",""
"DO","DOM","214","105","DO-05","es","spa","Dajabón","",""
"DO","DOM","214","105","DO-15","es","spa","Monte Cristi","",""
"DO","DOM","214","105","DO-26","es","spa","Santiago Rodríguez","",""
"DO","DOM","214","105","DO-27","es","spa","Valverde","",""
"DO","DOM","214","449","DO-35","es","spa","Cibao Norte","",""
"DO","DOM","214","105","DO-09","es","spa","Espaillat","",""
"DO","DOM","214","105","DO-18","es","spa","Puerto Plata","",""
"DO","DOM","214","105","DO-25","es","spa","Santiago","",""
"DO","DOM","214","449","DO-36","es","spa","Cibao Sur","",""
"DO","DOM","214","105","DO-13","es","spa","La Vega","",""
"DO","DOM","214","105","DO-24","es","spa","Sánchez Ramírez","",""
"DO","DOM","214","105","DO-28","es","spa","Monseñor Nouel","",""
"DO","DOM","214","449","DO-37","es","spa","El Valle","",""
"DO","DOM","214","105","DO-07","es","spa","Elías Piña","",""
"DO","DOM","214","105","DO-22","es","spa","San Juan","",""
"DO","DOM","214","449","DO-38","es","spa","Enriquillo","",""
"DO","DOM","214","105","DO-03","es","spa","Baoruco","",""
"DO","DOM","214","105","DO-04","es","spa","Barahona","",""
"DO","DOM","214","105","DO-10","es","spa","Independencia","",""
"DO","DOM","214","105","DO-16","es","spa","Pedernales","",""
"DO","DOM","214","449","DO-39","es","spa","Higuamo","",""
"DO","DOM","214","105","DO-23","es","spa","San Pedro de Macorís","",""
"DO","DOM","214","105","DO-29","es","spa","Monte Plata","",""
"DO","DOM","214","105","DO-30","es","spa","Hato Mayor","",""
"DO","DOM","214","449","DO-40","es","spa","Ozama","",""
"DO","DOM","214","105","DO-32","es","spa","Santo Domingo","",""
"DO","DOM","214","183","DO-01","es","spa","Distrito Nacional (Santo Domingo)","",""
"DO","DOM","214","449","DO-41","es","spa","Valdesia","",""
"DO","DOM","214","105","DO-02","es","spa","Azua","",""
"DO","DOM","214","105","DO-17","es","spa","Peravia","",""
"DO","DOM","214","105","DO-21","es","spa","San Cristóbal","",""
"DO","DOM","214","105","DO-31","es","spa","San José de Ocoa","",""
"DO","DOM","214","449","DO-42","es","spa","Yuma","",""
"DO","DOM","214","105","DO-08","es","spa","El Seibo","",""
